customer_id,age,gender,region,employment_type,annual_income_inr,credit_score,credit_utilization_ratio,missed_payments_12m,avg_late_payment_days,monthly_transaction_count,monthly_spend_inr,cash_advance_count_6m,complaints_last_6m,failed_login_attempts_3m,account_tenure_months,last_transaction_date,debt_balance_inr,risk_status
502640,30,Male,North,Salaried,33502,737,0.098,0,3.2,64,15536,0,0,2,48,2025-10-15,52872,0
502641,33,Male,West,Salaried,15000,692,0.74,0,4.8,85,6135,0,2,1,36,2025-11-19,18512,0
502642,50,Male,North,Self-Employed,37343,691,0.285,1,0.9,87,11158,1,1,2,69,2025-09-06,17403,0
502643,37,Male,West,Salaried,43937,677,0.801,2,3.7,56,16043,0,0,3,39,2025-09-07,14081,0
502644,21,Other,South,Self-Employed,34885,692,0.114,1,2.2,62,12762,1,0,1,59,2025-10-25,9114,0
502645,18,Female,Central,Salaried,58887,661,0.164,1,6.2,28,,2,1,2,26,2025-09-29,47862,0
502646,32,Male,East,Salaried,47672,777,0.194,0,2.9,19,18878,0,1,3,37,2025-10-03,19046,0
502647,47,Female,East,Salaried,41895,731,0.39,0,2.5,85,29067,1,0,1,50,2025-11-29,41767,0
502648,25,Male,South,Student,33293,727,0.671,1,5.2,75,21595,0,0,2,93,2025-10-10,8661,0
502649,40,Male,North,,62976,762,0.607,0,9.7,76,28101,1,0,1,51,2025-10-30,51726,0
502650,43,Female,North,Self-Employed,54017,622,0.494,0,3.8,77,17940,1,0,1,38,2025-11-08,67341,0
502651,21,Male,Central,Unemployed,26646,595,0.684,4,21.2,69,12711,3,1,4,24,2025-10-04,62764,1
502652,45,Female,Central,Self-Employed,39348,661,0.35,0,2.6,36,16078,0,1,2,46,2025-10-27,32873,0
502653,46,Male,East,Student,22925,708,0.328,0,2.7,85,14805,0,0,4,88,2025-11-16,4617,0
502654,39,Female,East,Salaried,51144,740,0.307,0,3.9,56,35201,1,0,1,42,2025-09-18,28209,0
502655,35,Female,East,Self-Employed,23148,668,0.68,0,1.3,94,9471,1,0,2,79,2025-09-30,28381,0
502656,53,Female,South,Self-Employed,41714,599,0.736,3,29.7,61,19890,1,2,1,70,2025-11-29,97003,1
502657,30,Male,West,Salaried,52693,617,0.558,0,3.6,51,15617,0,1,2,115,2025-10-08,15243,0
502658,,Female,South,Salaried,,696,0.649,0,3,113,11829,0,0,1,73,2025-10-21,44632,0
502659,33,Male,South,Salaried,43688,804,0.181,0,7.6,56,15894,0,0,1,11,2025-09-24,66073,0
502660,37,Male,South,Salaried,31560,739,,0,1.4,113,8960,0,0,1,21,2025-10-26,36848,0
502661,48,Male,Central,Self-Employed,55640,682,0.333,1,2.3,64,15316,0,0,1,48,2025-11-26,57233,0
502662,33,Male,Central,Student,52040,688,0.748,1,1.6,107,15567,0,0,2,10,2025-11-05,67583,0
502663,50,Male,Central,Salaried,32191,726,0.091,0,5.6,71,18520,0,0,0,19,2025-09-08,26021,0
502664,23,Male,South,Self-Employed,25137,638,0.13,0,0.6,77,8023,1,0,1,40,2025-09-14,6844,0
502665,41,Male,Central,Self-Employed,84260,625,0.639,4,10.4,70,50258,2,2,4,180,2025-10-02,148147,1
502666,41,Female,North,Self-Employed,35451,614,0.553,1,5.8,45,14549,0,1,2,85,2025-11-04,11969,0
502667,43,Male,West,,66671,633,0.296,0,3.2,54,21784,1,1,2,65,2025-10-01,80695,0
502668,37,Female,South,Retired,75759,620,0.302,1,3.2,71,20930,0,0,0,115,2025-09-28,70532,0
502669,35,Female,North,Self-Employed,28737,706,0.461,1,2.9,79,14662,0,0,2,60,2025-10-17,43114,0
502670,37,Female,Central,Salaried,71078,692,0.297,0,7,36,46426,2,0,3,73,2025-09-20,53853,0
502671,26,Female,West,Student,21004,,0.501,0,1.7,58,13824,0,0,0,91,2025-10-22,9625,0
502672,47,Male,West,Salaried,22980,753,0.504,0,0.8,90,10847,0,0,3,71,2025-09-22,13818,0
502673,27,Female,South,Self-Employed,52503,673,0.563,1,2.7,73,22844,2,1,0,66,2025-11-09,38302,0
502674,18,Male,West,Salaried,15000,654,0.785,5,7.6,113,12003,2,1,4,45,2025-11-10,18463,1
502675,36,Male,North,Unemployed,41707,724,0.327,3,0.2,39,,0,0,0,68,2025-11-01,25769,0
502676,37,Female,West,Student,39094,715,0.727,0,2.9,62,25200,1,0,6,50,2025-11-07,57851,0
502677,36,Female,North,Salaried,32245,761,0.343,0,2.1,87,9663,0,2,0,28,2025-11-26,50231,0
502678,30,Male,North,Salaried,18178,602,0.25,0,6.8,102,,0,0,2,58,2025-11-10,16649,0
502679,42,Male,North,Self-Employed,15000,655,0.381,1,5.3,79,6876,0,1,4,54,2025-10-24,17342,0
502680,38,Male,West,Unemployed,26037,585,0.774,1,17.6,91,16242,4,0,2,84,2025-09-25,55047,1
502681,35,Female,Central,Salaried,69793,643,0.674,1,8.4,59,40385,1,0,0,119,2025-11-19,90186,0
502682,35,Male,East,,34319,609,0.314,1,4,51,11707,0,1,0,19,2025-10-17,46148,0
502683,18,Male,North,Student,27621,734,0.142,0,2.2,30,12875,0,0,0,126,2025-10-29,44134,0
502684,47,Male,North,Self-Employed,49345,783,0.326,0,1.7,78,25600,0,0,3,45,2025-10-26,49546,0
502685,20,Female,West,Salaried,71735,652,0.359,0,1.4,13,41960,0,0,2,19,2025-11-11,80786,0
502686,28,Male,South,Self-Employed,52687,744,0.071,1,2.8,65,35909,1,1,0,24,2025-09-04,11540,0
502687,39,Female,East,Salaried,30423,692,0.555,0,5.4,59,17960,2,1,1,10,2025-10-13,24165,0
502688,51,Male,South,Salaried,26764,648,0.417,0,4.8,84,15772,0,1,1,36,2025-09-09,8347,0
502689,31,Male,West,Student,68613,732,0.217,0,3.4,83,50157,1,0,0,96,2025-09-21,54913,0
502690,25,Female,South,Salaried,29014,710,0.555,0,1.3,51,16773,0,0,3,59,2025-10-05,22210,0
502691,30,Female,South,Salaried,25898,650,0.844,4,11.8,42,14818,2,0,5,55,2025-09-16,36327,1
502692,47,Male,Central,Salaried,25157,690,0.319,0,2.3,46,8430,0,0,3,40,2025-10-10,11008,0
502693,31,Male,North,Unemployed,51231,635,0.724,1,6.3,72,25130,1,0,1,86,2025-10-14,22600,0
502694,,Female,Central,Salaried,89947,688,0.256,0,4.6,64,29145,0,1,3,29,2025-09-28,113955,0
502695,35,Male,North,Salaried,28252,683,0.292,0,3,70,19415,0,0,3,54,2025-09-28,32157,0
502696,42,Male,West,Student,67007,708,0.4,0,3,67,24476,0,0,2,50,2025-10-06,15604,0
502697,33,Male,East,Student,39708,728,0.255,1,1.5,73,9946,0,0,0,31,2025-11-15,15596,0
502698,47,Male,East,Salaried,43856,665,0.541,1,6.2,100,12882,1,1,1,44,2025-09-16,30048,0
502699,27,Male,North,Salaried,57148,778,0.276,0,2.7,54,26547,1,0,0,21,2025-09-04,30449,0
502700,21,Male,Central,Salaried,64530,667,0.372,0,3.5,81,29265,1,0,0,54,2025-11-14,30159,0
502701,46,Male,South,Self-Employed,28648,530,,6,16.7,95,20542,6,1,7,20,2025-09-05,80194,1
502702,50,Female,South,Salaried,42294,631,0.363,4,41.2,78,23481,2,0,8,42,2025-09-21,92884,1
502703,30,Male,South,Salaried,42497,836,0.257,0,2.9,109,30964,1,0,0,117,2025-09-19,14010,0
502704,48,Female,North,Self-Employed,38881,632,0.206,0,8,44,26978,2,1,2,86,2025-11-17,10244,0
502705,60,Male,West,Salaried,23837,736,0.138,0,5.5,97,10684,1,0,0,28,2025-10-05,7315,0
502706,29,Male,South,Salaried,18488,617,0.184,0,1.7,40,6911,1,1,2,47,2025-10-07,25621,0
502707,,Male,West,Self-Employed,50144,640,0.246,0,4.6,73,30618,1,0,4,55,2025-11-18,49088,0
502708,28,Male,East,Retired,58008,799,0.402,0,0.8,86,33363,0,1,0,163,2025-11-06,47677,0
502709,43,Male,Central,Salaried,74898,715,0.489,1,1.6,77,38484,1,1,1,52,2025-09-23,108938,0
502710,38,Female,West,Salaried,20927,719,0.085,2,4.3,35,8033,2,0,3,31,2025-09-29,6396,0
502711,27,Male,North,Salaried,45996,709,0.547,0,4.8,57,24867,0,0,2,76,2025-10-16,72015,0
502712,,Female,South,Salaried,35603,738,0.457,0,8.3,41,9827,1,1,2,85,2025-11-23,47658,0
502713,35,Male,East,Self-Employed,51990,719,0.268,2,7.6,28,27797,1,0,3,36,2025-11-16,31760,0
502714,39,Male,North,Self-Employed,27840,797,0.33,1,2.2,48,12399,0,0,5,40,2025-09-28,15976,0
502715,22,Female,West,Student,27848,517,0.71,1,6.1,94,15075,4,1,2,13,2025-11-29,48324,1
502716,18,Male,Central,Salaried,31362,676,0.155,0,2.3,43,12379,0,1,0,112,2025-10-07,13340,0
502717,39,Male,South,Salaried,44484,724,0.524,0,0.7,71,12573,1,0,0,70,2025-09-16,17842,0
502718,49,Male,South,Self-Employed,20575,653,0.488,1,3.4,81,7541,0,0,0,33,2025-09-21,15432,0
502719,44,Female,North,Salaried,49347,717,0.282,0,3.6,40,18269,0,1,0,147,2025-11-21,44993,0
502720,31,Male,East,Student,38616,779,0.588,1,1.8,5,18818,1,2,0,86,2025-10-05,60431,0
502721,,Male,North,Salaried,77490,577,0.128,1,12.4,67,22250,1,0,2,43,2025-09-09,60223,0
502722,21,Female,North,Student,46481,650,0.279,2,11.7,58,20358,1,0,3,25,2025-10-15,60252,0
502723,47,Male,South,Salaried,35917,628,0.693,0,0.8,50,15461,0,0,2,38,2025-09-07,25790,0
502724,35,Male,South,Salaried,49140,599,,0,4.8,82,24139,0,2,2,28,2025-10-23,77892,0
502725,26,Female,South,Salaried,22089,687,0.269,0,3.7,71,,0,0,2,29,2025-09-29,15436,0
502726,41,Female,Central,Salaried,34533,722,0.102,0,4.1,59,23204,0,3,1,41,2025-11-19,22586,0
502727,47,Male,Central,Student,33760,600,0.117,1,3.9,61,8610,0,0,1,84,2025-11-03,43622,0
502728,38,Female,East,Self-Employed,38002,,0.393,0,4.6,62,17262,0,1,2,57,2025-11-12,42435,0
502729,29,Male,South,Salaried,61761,648,0.519,1,2.5,90,44134,3,0,0,91,2025-11-03,13606,0
502730,60,Female,West,Salaried,75383,716,0.489,2,1.3,48,48219,0,0,0,110,2025-11-12,29456,0
502731,39,Female,West,Self-Employed,34511,587,0.788,5,13.3,76,19733,2,0,4,56,2025-10-16,53949,1
502732,30,Male,South,Salaried,26715,725,0.202,0,5.3,62,10691,2,1,0,35,2025-10-16,17723,0
502733,39,Male,East,Salaried,56304,662,0.243,0,1.7,89,38625,0,0,3,20,2025-09-24,80076,0
502734,30,Female,,Self-Employed,15000,652,0.866,2,12.7,61,8917,5,2,3,64,2025-10-13,37465,1
502735,19,Male,North,Self-Employed,29129,702,0.805,0,5,21,11771,0,0,4,108,2025-11-30,28204,0
502736,23,Male,East,Salaried,40492,618,0.403,1,10.5,59,12946,1,0,3,71,2025-11-24,55770,0
502737,44,Male,South,Salaried,62183,753,0.241,0,3,50,40929,1,0,1,41,2025-10-15,94673,0
502738,20,Male,,Self-Employed,,678,0.262,3,0.9,56,17463,1,1,5,19,2025-10-14,44095,0
502739,37,Female,Central,Salaried,43966,744,0.144,0,3.7,53,11931,1,2,0,33,2025-09-07,11744,0
502740,39,Male,Central,Retired,68960,717,0.27,2,4.5,75,23423,0,2,1,77,2025-10-13,102463,0
502741,38,Male,East,Salaried,21716,,0.911,4,6.8,30,11188,1,0,2,161,2025-09-05,57913,1
502742,60,Female,East,Salaried,36236,658,0.35,0,5.9,74,12523,0,0,2,56,2025-10-02,54057,0
502743,40,Male,East,Salaried,27670,679,0.446,0,9.5,58,10508,0,1,5,67,2025-10-05,5801,0
502744,31,Female,South,Retired,43136,722,0.137,0,5.5,70,29201,0,0,3,32,2025-11-25,46737,0
502745,50,Male,South,Self-Employed,55390,683,0.165,1,4.2,100,40234,1,0,3,28,2025-11-14,83406,0
502746,34,Female,West,Salaried,37018,739,0.301,0,9.2,39,19608,0,0,3,41,2025-09-27,46251,0
502747,36,Female,North,Salaried,100279,648,0.506,0,0.9,64,25487,1,0,0,78,2025-09-09,44991,0
502748,39,Female,Central,Unemployed,62952,744,0.239,2,0.9,63,46674,0,0,1,57,2025-11-23,34305,0
502749,33,Female,East,Self-Employed,43803,693,0.428,0,3.9,92,13243,2,0,2,63,2025-10-21,48692,0
502750,26,Female,West,Unemployed,30355,674,0.094,0,4.5,55,13787,2,0,2,49,2025-09-24,42111,0
502751,28,Male,North,Salaried,34704,672,0.193,1,7.6,109,10178,0,0,1,45,2025-10-08,44930,0
502752,40,Male,Central,Unemployed,79077,624,0.231,1,2.5,63,52703,1,1,0,93,2025-09-22,40108,0
502753,27,Male,East,Salaried,29140,747,0.405,1,0.8,96,13128,0,1,0,52,2025-11-30,31652,0
502754,33,Male,North,Self-Employed,37698,654,0.377,2,4.7,60,11248,1,1,1,12,2025-10-13,40917,0
502755,25,Male,Central,Self-Employed,31308,578,0.349,0,6.9,26,18428,0,0,3,13,2025-11-08,14045,0
502756,54,Male,South,Self-Employed,32168,647,0.361,0,2.9,40,10276,0,0,3,61,2025-10-12,13345,0
502757,18,Female,East,Self-Employed,48931,710,0.104,1,4.5,87,21450,1,0,1,19,2025-10-21,18508,0
502758,43,Female,South,Salaried,43051,702,0.281,0,1.8,26,26205,2,0,4,14,2025-11-03,44341,0
502759,32,Female,West,Salaried,64475,758,0.649,1,5.7,56,19567,2,0,2,27,2025-11-02,16599,0
502760,27,Male,Central,Salaried,44634,794,0.398,0,2.2,126,26680,0,2,1,68,2025-10-29,69556,0
502761,37,Female,West,Unemployed,30257,674,0.43,0,0.6,57,9800,0,0,1,61,2025-10-13,31172,0
502762,,Male,South,Salaried,,683,0.364,0,3.1,47,31692,0,0,3,45,2025-10-18,124920,0
502763,47,Male,South,Retired,38967,,0.547,1,1.7,30,11724,1,1,4,36,2025-11-04,33372,0
502764,35,Male,North,Unemployed,32499,462,0.391,2,7.2,60,16243,2,1,6,82,2025-10-24,85968,1
502765,28,Male,Central,Salaried,41320,657,0.24,0,1.1,107,13530,0,0,2,16,2025-09-30,38419,0
502766,26,Male,North,Salaried,40780,630,0.23,1,11,90,29540,0,0,3,62,2025-11-06,36253,0
502767,27,Female,Central,Salaried,46020,687,0.178,0,0.7,82,15501,0,0,7,65,2025-09-26,52104,0
502768,23,Female,East,Unemployed,76110,768,0.39,1,0.3,43,42483,0,1,2,25,2025-10-02,86019,0
502769,35,Female,North,Self-Employed,26713,693,0.446,1,1.4,92,18565,0,1,0,28,2025-09-22,21276,0
502770,38,Female,North,Self-Employed,56659,684,0.481,0,2.4,112,27474,0,0,3,105,2025-09-16,32505,0
502771,24,Female,West,Self-Employed,60239,712,0.418,1,1.4,64,33323,0,1,3,125,2025-10-09,60144,0
502772,,Female,South,Salaried,46000,613,0.083,0,4.1,54,32128,1,2,1,33,2025-10-22,54941,0
502773,33,Female,North,Salaried,23139,505,0.566,6,9.1,53,18323,3,0,3,24,2025-10-13,50718,1
502774,28,Male,West,Self-Employed,15000,,0.775,2,4.8,48,13044,0,2,4,30,2025-11-25,13442,1
502775,22,Male,North,Unemployed,54043,724,0.352,1,11.6,77,36827,0,0,6,80,2025-10-07,80856,0
502776,52,Female,North,Self-Employed,,637,0.309,1,14.8,56,16960,0,0,4,19,2025-11-19,31443,0
502777,44,Male,South,Salaried,30759,762,0.09,2,3.6,68,20781,0,0,2,46,2025-10-25,8021,0
502778,18,Male,South,Salaried,49141,650,0.548,0,8.7,53,29317,1,0,1,73,2025-11-01,15707,0
502779,46,Female,,Salaried,49025,734,0.56,2,2.3,8,25521,1,1,2,34,2025-11-17,60534,0
502780,38,Female,North,Salaried,120591,764,0.278,0,4.5,56,54784,0,0,2,24,2025-11-29,83034,0
502781,21,Female,West,Self-Employed,17392,631,0.16,0,0.8,29,9519,0,0,3,52,2025-11-06,12883,0
502782,42,Female,Central,Salaried,33087,598,0.212,1,3.9,65,16568,2,0,2,30,2025-11-01,38115,0
502783,18,Female,West,Salaried,55925,731,0.257,0,2.1,74,26480,1,1,1,64,2025-09-13,41023,0
502784,18,Male,South,Unemployed,25490,666,0.107,0,4.7,55,15373,1,1,2,9,2025-10-13,37199,0
502785,43,Male,Central,Self-Employed,,668,0.384,1,2.8,94,20007,0,0,1,103,2025-09-03,15246,0
502786,27,Female,West,Student,17627,553,0.793,3,10.8,72,14975,4,0,0,66,2025-11-15,19845,1
502787,39,Female,South,Self-Employed,21245,607,0.182,2,6.7,68,9954,0,0,1,37,2025-11-17,33046,0
502788,29,Female,North,Salaried,28752,581,0.171,0,1.2,57,12072,1,0,1,44,2025-11-26,18932,0
502789,27,Male,North,Salaried,40396,549,0.203,1,5.9,66,27739,0,1,1,46,2025-11-10,35677,0
502790,40,Male,South,Student,21479,735,0.247,0,7,33,8714,1,0,3,39,2025-11-07,29013,0
502791,35,Female,West,Salaried,35775,717,0.511,0,4.6,28,10745,1,0,1,69,2025-11-02,26809,0
502792,32,Female,North,Salaried,76407,734,0.06,2,4.9,99,36459,0,0,4,73,2025-11-17,22089,0
502793,35,Male,East,Salaried,40135,767,0.133,2,1.1,96,17114,1,0,3,27,2025-09-29,23073,0
502794,56,Female,South,Salaried,36100,675,0.404,3,5,94,17158,1,0,2,42,2025-09-28,13209,0
502795,43,Female,East,Salaried,28284,607,0.521,2,7.9,77,10900,0,1,1,88,2025-12-01,29502,0
502796,49,Male,North,Self-Employed,51115,677,0.193,0,5.3,52,14760,1,0,3,32,2025-11-14,27494,0
502797,34,Female,East,Unemployed,28099,732,0.094,1,2.5,86,11923,0,0,3,152,2025-10-21,18706,0
502798,50,Male,North,Salaried,33058,710,0.383,0,2.1,86,14802,0,0,3,78,2025-09-23,50692,0
502799,39,Male,North,Self-Employed,65703,821,0.421,0,2.5,79,47378,1,1,2,16,2025-09-29,100975,0
502800,36,Male,East,Unemployed,27213,734,0.395,0,3.3,47,15581,0,1,2,32,2025-11-14,24224,0
502801,50,Female,Central,Salaried,49289,722,0.228,2,8.6,75,13404,0,0,3,34,2025-09-16,37823,0
502802,23,Female,North,Salaried,19564,680,0.119,0,2.9,96,13330,0,0,0,30,2025-10-20,24346,0
502803,41,Male,South,Salaried,82332,722,0.47,1,10.8,117,45810,1,0,2,30,2025-11-23,47145,0
502804,33,Male,North,Salaried,22298,689,0.083,1,1.2,44,16079,1,0,1,36,2025-09-17,6637,0
502805,45,Male,South,Salaried,48958,712,0.277,0,6.4,54,29482,1,0,3,43,2025-10-22,60769,0
502806,,Male,North,Salaried,33401,734,0.186,1,3.9,47,14064,0,0,0,24,2025-11-20,25893,0
502807,22,Female,South,Self-Employed,74417,779,0.095,3,2,63,55333,0,0,2,30,2025-09-26,70879,0
502808,24,Female,South,Self-Employed,77145,714,0.169,0,1.7,50,53524,2,0,1,123,2025-09-22,43763,0
502809,23,Female,South,Self-Employed,42712,528,0.771,2,14.6,19,37539,3,1,5,31,2025-11-09,55878,1
502810,18,Female,West,Salaried,25596,619,0.389,1,1.8,59,8469,1,0,3,32,2025-11-05,32034,0
502811,24,Male,North,Salaried,58947,700,0.105,0,2.6,47,22352,1,1,4,52,2025-10-10,14427,0
502812,25,Female,North,Student,19929,634,0.603,6,15.3,55,10941,4,1,2,48,2025-10-30,18335,1
502813,31,Female,South,Retired,35420,699,0.197,0,4.5,60,11126,0,0,3,52,2025-10-11,28011,0
502814,50,Male,East,Student,62113,690,0.05,1,5,109,18640,0,1,1,82,2025-11-24,20115,0
502815,45,Male,Central,Student,56653,708,0.359,2,3.6,85,26484,0,1,1,36,2025-10-15,18654,0
502816,27,Male,Central,Salaried,26753,630,,1,1.3,87,7197,0,0,2,58,2025-11-03,28574,0
502817,32,Female,Central,Salaried,33661,748,0.173,0,5.3,96,16756,1,1,4,22,2025-09-22,36509,0
502818,24,Male,East,Salaried,57780,769,0.343,0,6.9,68,35336,0,1,2,56,2025-10-05,85195,0
502819,59,Male,West,Salaried,27628,700,0.365,0,6.6,59,11857,1,0,6,95,2025-10-26,19102,0
502820,51,Male,South,Salaried,42734,,0.371,0,4.1,79,20981,0,0,3,79,2025-11-14,55653,0
502821,36,Male,South,Salaried,28974,765,0.356,0,1.5,67,13337,0,0,1,77,2025-10-03,45644,0
502822,21,Male,North,Salaried,37579,704,0.318,0,2.4,55,19548,1,0,0,44,2025-12-01,46303,0
502823,18,Female,South,Salaried,38383,717,0.257,0,5.9,79,12573,0,0,1,174,2025-09-18,18486,0
502824,25,Female,South,Salaried,36430,698,0.244,1,5.3,65,14983,0,1,2,28,2025-10-08,10621,0
502825,31,Male,South,Self-Employed,70840,742,0.139,1,4.2,58,39741,0,0,1,21,2025-09-30,44231,0
502826,31,Female,South,Salaried,58468,684,0.437,0,3.3,45,17917,0,0,1,71,2025-10-15,46511,0
502827,40,Female,North,Salaried,53871,655,0.183,0,1.8,87,23203,0,0,1,89,2025-10-11,86072,0
502828,54,Male,North,Salaried,62741,744,0.402,0,0.3,80,44044,0,0,0,27,2025-09-18,36174,0
502829,30,Male,East,Self-Employed,33007,723,0.309,1,0.9,90,18862,2,0,0,58,2025-11-08,39965,0
502830,30,Female,West,Student,15000,524,0.771,3,8.6,44,8418,1,2,3,92,2025-11-17,30517,1
502831,33,Male,Central,Salaried,29054,660,0.483,1,3.6,133,8356,1,0,3,47,2025-10-28,8960,0
502832,35,Male,South,Salaried,35793,684,0.378,0,0.8,104,,0,0,1,43,2025-09-16,51407,0
502833,41,Male,Central,Salaried,31830,697,0.324,1,2.5,107,21810,0,0,2,70,2025-11-11,22337,0
502834,44,Male,South,Self-Employed,42442,721,0.132,0,11.8,88,24863,0,2,4,53,2025-09-04,11489,0
502835,40,Female,East,Salaried,60040,727,0.443,0,2.2,60,42680,0,0,2,117,2025-11-11,50241,0
502836,29,Female,South,Salaried,33456,675,0.153,2,4.6,105,13852,0,1,1,24,2025-10-02,38443,0
502837,33,Female,South,Salaried,56352,707,0.262,0,7.8,32,19968,1,0,2,84,2025-11-04,82639,0
502838,50,Female,South,Salaried,40351,779,0.262,0,1.7,67,21325,2,0,2,32,2025-11-05,48044,0
502839,55,Male,East,Salaried,23644,629,0.119,0,8.4,23,6266,1,0,0,51,2025-11-18,29100,0
502840,19,Male,East,Retired,30336,760,0.399,2,6.4,56,12235,0,0,5,35,2025-09-12,39742,0
502841,30,Male,Central,,23257,685,0.226,0,4.9,99,16355,2,1,2,8,2025-09-16,36870,0
502842,38,Female,West,Salaried,29867,632,0.306,0,2.9,47,15188,0,1,0,40,2025-10-04,30208,0
502843,40,Male,North,Unemployed,26147,764,,1,4.4,103,9250,1,0,1,72,2025-09-08,16160,0
502844,36,Male,South,Self-Employed,15000,617,0.751,0,19,73,9271,2,1,3,38,2025-11-13,36052,1
502845,32,Male,North,Self-Employed,19452,553,0.896,2,23.3,57,13074,2,1,2,22,2025-10-02,16111,1
502846,32,Female,Central,Self-Employed,41954,706,0.363,2,2.4,55,22779,0,1,3,20,2025-09-07,56938,0
502847,33,Female,South,Salaried,109320,691,0.52,0,3,107,59960,0,0,2,16,2025-09-19,87529,0
502848,28,Male,West,Student,,690,0.299,0,5.7,26,32013,1,0,6,29,2025-11-02,77688,0
502849,28,Male,South,Student,30412,683,0.622,1,2.8,53,20962,0,1,2,67,2025-11-04,35580,0
502850,32,Female,North,Salaried,67577,654,0.153,0,3.6,68,45979,0,1,2,36,2025-09-27,102330,0
502851,40,Female,South,Retired,21841,586,0.276,4,17.9,95,16203,4,1,8,60,2025-10-15,23196,1
502852,22,Male,North,Salaried,22238,682,0.463,0,1.3,70,9827,0,0,1,83,2025-11-10,4888,0
502853,34,Male,West,Salaried,42562,706,0.146,0,5.5,40,31898,1,0,0,25,2025-09-12,30912,0
502854,42,Female,Central,Salaried,44816,711,0.295,2,1.7,58,18217,0,0,1,40,2025-09-09,45854,0
502855,25,Male,East,Salaried,32055,639,0.776,0,5,79,19915,1,1,2,8,2025-11-17,39972,0
502856,42,Female,North,Retired,28819,706,0.729,0,4.9,59,12521,0,1,4,43,2025-11-15,33360,0
502857,49,Male,North,Salaried,45971,688,0.334,0,3.8,39,33290,0,0,1,58,2025-09-18,35249,0
502858,46,Male,South,Salaried,15000,694,0.127,1,5.5,82,5778,0,1,0,35,2025-09-28,11584,0
502859,20,Male,Central,Salaried,46921,780,0.225,0,2.7,68,16602,0,1,1,71,2025-09-27,43234,0
502860,44,Male,West,Self-Employed,62125,607,0.435,1,1.2,81,29907,0,0,1,23,2025-09-26,78060,0
502861,50,Male,East,Salaried,49146,754,0.286,1,4.4,53,33826,0,2,1,39,2025-11-17,21628,0
502862,36,Male,Central,Salaried,,620,0.655,1,1.9,84,21606,1,0,1,31,2025-11-18,42786,0
502863,37,Female,North,Self-Employed,52588,691,0.317,0,1.3,67,32451,0,0,2,42,2025-12-01,80461,0
502864,41,Male,Central,Salaried,43536,719,0.037,0,2.9,64,21652,0,1,1,10,2025-11-15,10301,0
502865,38,Male,Central,Salaried,33947,754,,2,2.9,38,20203,0,0,3,11,2025-11-18,32925,0
502866,18,Female,South,Salaried,35439,750,0.629,1,7.5,100,19364,0,0,2,150,2025-09-17,30424,0
502867,45,Female,West,Salaried,81719,706,0.345,0,1.9,97,46139,1,0,2,155,2025-09-09,85581,0
502868,42,Female,North,Salaried,45614,811,0.702,1,3.7,93,18624,0,0,5,32,2025-11-06,66204,0
502869,27,Female,Central,Retired,65290,699,0.104,1,2.6,56,43986,0,0,0,17,2025-10-24,73538,0
502870,30,Male,North,Salaried,65327,675,0.306,0,1.1,55,21433,0,1,1,56,2025-09-17,24127,0
502871,28,Male,South,Salaried,33647,644,0.283,2,0.9,38,8833,1,1,3,53,2025-09-25,27602,0
502872,30,Male,Central,Salaried,57539,626,0.178,0,2.4,48,15783,2,2,1,58,2025-11-12,44041,0
502873,56,Female,North,Unemployed,71442,782,0.222,0,6,33,45768,1,0,0,51,2025-10-11,93012,0
502874,44,Male,North,Salaried,51601,721,0.512,0,0.9,99,31019,0,0,1,22,2025-10-11,12208,0
502875,35,Female,South,Student,44477,778,0.237,0,5.1,21,30310,0,0,0,65,2025-11-28,40252,0
502876,33,Male,South,Self-Employed,85458,644,0.352,0,7.2,63,47667,0,0,2,47,2025-11-17,130772,0
502877,55,Other,South,Salaried,61572,593,0.084,0,2,57,31685,0,2,2,37,2025-09-18,80522,0
502878,41,Female,West,Salaried,26097,719,0.062,2,3.2,82,18962,0,0,0,57,2025-11-06,36170,0
502879,18,Male,East,Salaried,51102,643,0.23,1,3.1,83,27814,1,0,2,89,2025-10-04,42038,0
502880,47,Male,North,Self-Employed,50690,699,0.061,0,4.4,34,24324,0,0,5,79,2025-11-11,23360,0
502881,33,Male,South,Salaried,47936,669,0.289,1,10.2,105,18121,2,0,1,69,2025-10-04,52338,0
502882,23,Female,South,Self-Employed,62354,676,0.233,0,4,77,36303,0,0,4,81,2025-11-09,87962,0
502883,36,Female,Central,Salaried,74660,748,0.096,1,0.7,98,43220,0,1,2,16,2025-10-21,60146,0
502884,40,Female,Central,Unemployed,34562,,0.207,2,8.6,79,21246,1,1,1,53,2025-09-20,53574,0
502885,42,Female,East,Salaried,71167,726,0.379,0,1.6,29,45091,0,1,2,74,2025-10-12,104136,0
502886,33,Male,North,Unemployed,38726,711,0.175,0,3.8,34,16357,1,0,5,42,2025-09-24,34593,0
502887,20,Female,Central,Salaried,19925,708,,1,5.4,67,12310,1,0,4,6,2025-10-03,15010,0
502888,19,Male,South,Salaried,48136,664,0.355,2,1.6,39,20285,0,0,2,27,2025-11-19,27578,0
502889,24,Male,South,Unemployed,15000,608,0.835,5,8.5,49,8308,2,2,0,48,2025-12-01,15279,1
502890,47,Female,West,Salaried,43188,580,0.403,2,4.4,63,16816,1,0,1,20,2025-09-15,65378,0
